run_dir,epoch,global_step,state_path,config_source,notes,run_id,status,family,loss_config,objective,model_target,vlm,initial_checkpoint,resume_from,learning_rate,lr_multipliers,dataset_class,dataset_root,clip_filter,annotations,chunks,cameras,timing,route_in_prompt,camera_ids,frame_numbers,eval_count
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_term03_nav_e2_bs32_20260831,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_term03_nav_e2_bs32_20260831/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_term03_nav_e2_bs32_20260831/config.yaml,,output_cd_eos2b_endpoint_gt05_term03_nav_e2_bs32_20260831,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""terminal_rung_frac"": 0.3, ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.5, ""x0_source"": ""gt"", ""x0_teacher_weight"": 1.0}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 0.5*GT endpoint; teacher=cached_full; terminal fraction=0.3,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,2
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_term06_nav_e2_bs32_20260831,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_term06_nav_e2_bs32_20260831/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_term06_nav_e2_bs32_20260831/config.yaml,,output_cd_eos2b_endpoint_gt05_term06_nav_e2_bs32_20260831,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""terminal_rung_frac"": 0.6, ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.5, ""x0_source"": ""gt"", ""x0_teacher_weight"": 1.0}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 0.5*GT endpoint; teacher=cached_full; terminal fraction=0.6,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,2
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt10_nav_e2_bs32_20260830,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt10_nav_e2_bs32_20260830/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt10_nav_e2_bs32_20260830/config.yaml,,output_cd_eos2b_endpoint_gt10_nav_e2_bs32_20260830,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 1.0, ""x0_source"": ""gt"", ""x0_teacher_weight"": 1.0}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 1*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,3
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_fullteacher_cache_smoke_20260828,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_fullteacher_cache_smoke_20260828/config.yaml,,output_cd_eos2b_fullteacher_cache_smoke_20260828,excluded: below one epoch / no completion evidence,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.1, ""x0_source"": ""gt""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",1*CD + 0*teacher endpoint + 0.1*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_fullteacher_cache_x0gtw0.1_nav_e2_bs32_20260828,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_fullteacher_cache_x0gtw0.1_nav_e2_bs32_20260828/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cdftcache_591.out,Training settings recovered from completed training log,output_cd_eos2b_fullteacher_cache_x0gtw0.1_nav_e2_bs32_20260828,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.1, ""x0_source"": ""gt""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",1*CD + 0*teacher endpoint + 0.1*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,4
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_fullteacher_endpoint_nav_e2_bs32_20260829,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_fullteacher_endpoint_nav_e2_bs32_20260829/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_fullteacher_endpoint_nav_e2_bs32_20260829/config.yaml,,output_cd_eos2b_fullteacher_endpoint_nav_e2_bs32_20260829,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 1.0, ""x0_source"": ""teacher""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 0*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,4
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_mix_endpoint_gt03_nav_e2,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_mix_endpoint_gt03_nav_e2/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cdeos2b_630.out,Training settings recovered from completed training log,output_cd_eos2b_mix_endpoint_gt03_nav_e2,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""layer_mix"": true, ""layer_mix_blocks"": 4, ""layer_mix_gain"": false, ""layer_mix_sharpen"": 0.75, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 36, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.3, ""x0_source"": ""gt"", ""x0_teacher_weight"": 1.0}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 0.3*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_mix_nav_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,2
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_nav_e2_bs32_20260827,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_nav_e2_bs32_20260827/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cdeos2b_573.out,Training settings recovered from completed training log,output_cd_eos2b_nav_e2_bs32_20260827,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""x0_source"": ""gt""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,2
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_smoke2_20260827,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_smoke2_20260827/config.yaml,,output_cd_eos2b_smoke2_20260827,excluded: below one epoch / no completion evidence,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""x0_source"": ""gt""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-120,"[1, 3]",annotation anchored,True,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_x0gtw0.1_nav_e2_bs32_20260827,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_x0gtw0.1_nav_e2_bs32_20260827/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cdeos2b_580.out,Training settings recovered from completed training log,output_cd_eos2b_x0gtw0.1_nav_e2_bs32_20260827,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.1, ""x0_source"": ""gt""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",1*CD + 0*teacher endpoint + 0.1*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,4
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_x0gtw0.1_smoke_20260827,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_x0gtw0.1_smoke_20260827/config.yaml,,output_cd_eos2b_x0gtw0.1_smoke_20260827,excluded: below one epoch / no completion evidence,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.1, ""x0_source"": ""gt""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",1*CD + 0*teacher endpoint + 0.1*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-120,"[1, 3]",annotation anchored,True,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_x0gtw1.0_smoke_20260827,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_x0gtw1.0_smoke_20260827/config.yaml,,output_cd_eos2b_x0gtw1.0_smoke_20260827,excluded: below one epoch / no completion evidence,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 1.0, ""x0_source"": ""gt""}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",1*CD + 0*teacher endpoint + 1*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-120,"[1, 3]",annotation anchored,True,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_10b_lcdrive,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_10b_lcdrive/config.yaml,,output_cd_expert_10b_lcdrive,excluded: below one epoch / no completion evidence,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""x0_source"": ""gt""}, ""cotrain_vlm"": false}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_pretrained,,,,2e-05,{},alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-3146,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive,1.0,2084,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive/checkpoint-2084/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cd_529.out,Training settings recovered from completed training log,output_cd_expert_2cam_nav_lcdrive,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""x0_source"": ""gt""}, ""cotrain_vlm"": false}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_pretrained,,,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,5
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive_fixed_20260825,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive_fixed_20260825/config.yaml,,output_cd_expert_2cam_nav_lcdrive_fixed_20260825,excluded: below one epoch / no completion evidence,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""x0_source"": ""gt""}, ""cotrain_vlm"": false}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_pretrained,,,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive_fixed_20260825_bs32,1.0,1563,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive_fixed_20260825_bs32/checkpoint-1563/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cd_540.out,Training settings recovered from completed training log,output_cd_expert_2cam_nav_lcdrive_fixed_20260825_bs32,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""x0_source"": ""gt""}, ""cotrain_vlm"": false}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_pretrained,,,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,2
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive_fixed_20260825_bs32_stage2,1.0,1563,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_2cam_nav_lcdrive_fixed_20260825_bs32_stage2/checkpoint-1563/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cd_544.out,Training settings recovered from completed training log,output_cd_expert_2cam_nav_lcdrive_fixed_20260825_bs32_stage2,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""x0_source"": ""gt""}, ""cotrain_vlm"": false}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_pretrained,,,,5e-06,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,4
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_pruned28_2cam_nav_lcdrive_bs32_e2_20260826,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_expert_pruned28_2cam_nav_lcdrive_bs32_e2_20260826/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/cdpruned_552.out,Training settings recovered from completed training log,output_cd_expert_pruned28_2cam_nav_lcdrive_bs32_e2_20260826,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 1.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": [4, 10, 13, 15, 19, 25, 27, 34], ""teacher_num_layers"": 36, ""x0_source"": ""gt""}, ""cotrain_vlm"": false}",1*CD + 0*teacher endpoint + 0*GT endpoint; teacher=online/self,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_pretrained,,,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,6
